Date,Value
2022-01-01,19503159
2022-02-01,19520261
2022-03-01,19537002
2022-04-01,19557546
2022-05-01,19577483
2022-06-01,19599260
2022-07-01,19621972
2022-08-01,19644067
2022-09-01,19666840
2022-10-01,19691858
2022-11-01,19715182
2022-12-01,19741283
2023-01-01,19766807
2023-02-01,19790057
2023-03-01,19810233
2023-04-01,19832737
2023-05-01,19854083
2023-06-01,19879003
2023-07-01,19899377
2023-08-01,19921425
2023-09-01,19944726
2023-10-01,19967964
2023-11-01,19992289
2023-12-01,20014575
